test_num,num_features,neighbours,distance_metric,scaled,accuracy,train_t,test_t
4,7,10,manhattan,true,0.062,1.871,2.326
4,7,15,manhattan,true,0.063,1.493,2.401
4,7,20,manhattan,true,0.063,1.484,2.802
4,7,25,manhattan,true,0.063,1.844,3.733
4,7,30,manhattan,true,0.063,1.478,4.101
4,7,35,manhattan,true,0.062,1.488,3.927
4,7,40,manhattan,true,0.062,1.444,4.445
4,7,45,manhattan,true,0.063,1.849,5.824
4,7,50,manhattan,true,0.062,1.642,6.274
4,4,5,euclidean,false,0.056,1.376,0.988
4,4,10,euclidean,false,0.058,1.439,1.304
4,4,15,euclidean,false,0.058,1.385,1.622
4,4,20,euclidean,false,0.059,1.401,1.811
4,4,25,euclidean,false,0.058,1.373,2.189
4,4,30,euclidean,false,0.059,1.437,2.809
4,4,35,euclidean,false,0.059,1.388,2.803
4,4,40,euclidean,false,0.059,1.368,3.141
4,4,45,euclidean,false,0.059,1.423,3.731
4,4,50,euclidean,false,0.059,1.369,4.365
4,4,5,manhattan,false,0.056,1.413,1.098
4,4,10,manhattan,false,0.058,1.498,1.345
4,4,15,manhattan,false,0.059,1.329,2.039
4,4,20,manhattan,false,0.058,1.735,2.193
4,4,25,manhattan,false,0.059,1.332,2.456
4,4,30,manhattan,false,0.059,1.418,2.839
4,4,35,manhattan,false,0.059,1.369,3.014
4,4,40,manhattan,false,0.059,1.422,3.664
4,4,45,manhattan,false,0.059,1.353,3.952
4,4,50,manhattan,false,0.059,2.160,5.438
4,4,5,euclidean,true,0.056,1.374,1.056
4,4,10,euclidean,true,0.058,1.479,1.326
4,4,15,euclidean,true,0.058,1.479,2.009
4,4,20,euclidean,true,0.059,1.442,1.979
4,4,25,euclidean,true,0.058,1.397,2.210
4,4,30,euclidean,true,0.059,1.401,2.426
4,4,35,euclidean,true,0.059,1.448,2.819
4,4,40,euclidean,true,0.059,1.462,3.304
4,4,45,euclidean,true,0.059,1.399,3.761
4,4,50,euclidean,true,0.059,1.533,4.775
4,4,5,manhattan,true,0.056,1.674,1.155
4,4,10,manhattan,true,0.058,1.751,1.586
4,4,15,manhattan,true,0.059,1.727,1.963
4,4,20,manhattan,true,0.058,1.504,2.364
4,4,25,manhattan,true,0.059,1.751,2.763
4,4,30,manhattan,true,0.059,1.574,3.116
4,4,35,manhattan,true,0.059,1.338,3.020
4,4,40,manhattan,true,0.059,1.336,3.369
4,4,45,manhattan,true,0.059,1.376,4.027
4,4,50,manhattan,true,0.059,1.330,4.167
4,1,5,euclidean,false,0.039,2.794,0.839
4,1,10,euclidean,false,0.040,2.122,0.867
4,1,15,euclidean,false,0.040,2.140,1.148
4,1,20,euclidean,false,0.041,2.167,1.499
4,1,25,euclidean,false,0.041,2.129,1.861
4,1,30,euclidean,false,0.041,2.173,1.942
4,1,35,euclidean,false,0.041,2.204,2.312
4,1,40,euclidean,false,0.042,2.139,2.728
4,1,45,euclidean,false,0.042,2.678,3.424
4,1,50,euclidean,false,0.042,2.559,3.870
4,1,5,manhattan,false,0.039,2.090,0.697
4,1,10,manhattan,false,0.040,2.951,0.922
4,1,15,manhattan,false,0.040,2.943,1.193
4,1,20,manhattan,false,0.041,3.021,1.502
4,1,25,manhattan,false,0.041,2.082,1.658
4,1,30,manhattan,false,0.041,2.130,1.869
4,1,35,manhattan,false,0.041,2.094,2.272
4,1,40,manhattan,false,0.042,2.099,2.262
4,1,45,manhattan,false,0.042,2.146,3.266
4,1,50,manhattan,false,0.042,2.110,3.105
4,1,5,euclidean,true,0.039,2.120,0.672
4,1,10,euclidean,true,0.040,2.117,0.910
4,1,15,euclidean,true,0.040,2.187,1.088
4,1,20,euclidean,true,0.041,2.192,1.298
4,1,25,euclidean,true,0.041,2.979,2.043
4,1,30,euclidean,true,0.041,2.148,1.803
4,1,35,euclidean,true,0.041,2.123,2.380
4,1,40,euclidean,true,0.042,2.096,2.364
4,1,45,euclidean,true,0.042,2.135,2.935
4,1,50,euclidean,true,0.042,2.160,3.104
4,1,5,manhattan,true,0.039,2.713,0.739
4,1,10,manhattan,true,0.040,2.114,0.902
4,1,15,manhattan,true,0.040,2.968,1.219
4,1,20,manhattan,true,0.041,2.650,1.337
4,1,25,manhattan,true,0.041,2.083,1.582
4,1,30,manhattan,true,0.041,2.638,1.872
4,1,35,manhattan,true,0.041,2.150,2.144
4,1,40,manhattan,true,0.042,2.176,2.462
4,1,45,manhattan,true,0.042,2.176,2.708
4,1,50,manhattan,true,0.042,2.936,2.939
5,10,5,euclidean,false,0.060,2.136,1.915
5,10,10,euclidean,false,0.062,1.714,2.125
5,10,15,euclidean,false,0.063,1.678,2.508
5,10,20,euclidean,false,0.063,1.706,2.884
5,10,25,euclidean,false,0.063,1.780,3.351
5,10,30,euclidean,false,0.062,1.709,3.573
5,10,35,euclidean,false,0.062,1.682,3.800
5,10,40,euclidean,false,0.062,1.818,4.323
5,10,45,euclidean,false,0.062,1.799,4.793
5,10,50,euclidean,false,0.062,1.715,5.356
5,10,5,manhattan,false,0.060,1.672,1.982
5,10,10,manhattan,false,0.062,1.704,2.385
5,10,15,manhattan,false,0.063,1.697,2.718
5,10,20,manhattan,false,0.063,1.647,3.127
5,10,25,manhattan,false,0.063,2.409,4.464
5,10,30,manhattan,false,0.062,1.936,3.949
5,10,35,manhattan,false,0.062,1.669,4.280
5,10,40,manhattan,false,0.063,1.608,4.687
5,10,45,manhattan,false,0.063,2.536,6.611
5,10,50,manhattan,false,0.063,1.604,6.852
5,10,5,euclidean,true,0.060,1.937,2.546
5,10,10,euclidean,true,0.062,1.667,2.029
5,10,15,euclidean,true,0.063,1.680,2.394
5,10,20,euclidean,true,0.063,1.679,2.853
5,10,25,euclidean,true,0.063,1.671,3.172
5,10,30,euclidean,true,0.062,2.482,4.394
5,10,35,euclidean,true,0.062,1.672,4.625
5,10,40,euclidean,true,0.062,2.056,4.491
5,10,45,euclidean,true,0.062,2.297,5.846
5,10,50,euclidean,true,0.062,2.282,6.276
5,10,5,manhattan,true,0.060,1.638,1.824
5,10,10,manhattan,true,0.062,2.137,3.090
5,10,15,manhattan,true,0.063,1.696,2.769
5,10,20,manhattan,true,0.063,2.323,4.173
5,10,25,manhattan,true,0.063,1.753,3.736
5,10,30,manhattan,true,0.062,1.668,4.184
5,10,35,manhattan,true,0.062,1.762,4.405
5,10,40,manhattan,true,0.063,1.659,4.660
5,10,45,manhattan,true,0.063,1.623,6.146
5,10,50,manhattan,true,0.063,1.680,5.831
5,7,5,euclidean,false,0.060,1.733,1.544
5,7,10,euclidean,false,0.062,1.452,1.926
5,7,15,euclidean,false,0.063,1.543,2.077
5,7,20,euclidean,false,0.063,1.448,2.419
5,7,25,euclidean,false,0.063,1.551,2.720
5,7,30,euclidean,false,0.062,1.451,3.042
5,7,35,euclidean,false,0.062,1.465,3.552
5,7,40,euclidean,false,0.062,1.426,3.584
5,7,45,euclidean,false,0.062,1.426,4.063
5,7,50,euclidean,false,0.062,2.188,5.667
5,7,5,manhattan,false,0.060,1.424,1.469
5,7,10,manhattan,false,0.062,1.834,2.348
5,7,15,manhattan,false,0.063,2.260,2.925
5,7,20,manhattan,false,0.063,1.394,2.561
5,7,25,manhattan,false,0.063,1.758,4.126
5,7,30,manhattan,false,0.063,1.415,3.716
5,7,35,manhattan,false,0.062,1.467,3.772
5,7,40,manhattan,false,0.062,1.430,4.195
5,7,45,manhattan,false,0.063,1.397,4.291
5,7,50,manhattan,false,0.062,1.410,4.752
5,7,5,euclidean,true,0.060,1.767,1.909
5,7,10,euclidean,true,0.062,1.449,1.695
5,7,15,euclidean,true,0.063,2.218,2.592
5,7,20,euclidean,true,0.063,1.668,3.258
5,7,25,euclidean,true,0.063,1.431,2.648
5,7,30,euclidean,true,0.062,1.474,3.219
5,7,35,euclidean,true,0.062,1.533,3.453
5,7,40,euclidean,true,0.062,1.920,5.200
5,7,45,euclidean,true,0.062,2.133,5.930
5,7,50,euclidean,true,0.062,1.458,5.733
5,7,5,manhattan,true,0.060,1.465,1.516
5,7,10,manhattan,true,0.062,1.445,1.959
5,7,15,manhattan,true,0.063,1.481,2.330
5,7,20,manhattan,true,0.063,1.507,2.788
5,7,25,manhattan,true,0.063,1.438,3.036
5,7,30,manhattan,true,0.063,1.815,4.307
5,7,35,manhattan,true,0.062,1.411,3.842
5,7,40,manhattan,true,0.062,1.483,4.362
5,7,45,manhattan,true,0.063,1.529,4.429
5,7,50,manhattan,true,0.062,1.437,5.379
5,4,5,euclidean,false,0.056,1.354,0.964
5,4,10,euclidean,false,0.058,1.593,1.862
5,4,15,euclidean,false,0.058,1.430,1.552
5,4,20,euclidean,false,0.059,1.363,1.923
5,4,25,euclidean,false,0.058,1.379,2.100
5,4,30,euclidean,false,0.059,1.367,2.339
5,4,35,euclidean,false,0.059,1.373,2.671
5,4,40,euclidean,false,0.059,1.695,3.933
5,4,45,euclidean,false,0.059,1.361,3.540
5,4,50,euclidean,false,0.059,1.365,3.849
5,4,5,manhattan,false,0.056,2.054,1.268
5,4,10,manhattan,false,0.058,1.340,1.336
5,4,15,manhattan,false,0.059,1.580,2.417
5,4,20,manhattan,false,0.058,1.342,1.937
5,4,25,manhattan,false,0.059,1.763,2.273
5,4,30,manhattan,false,0.059,1.318,2.580
5,4,35,manhattan,false,0.059,1.332,2.885
5,4,40,manhattan,false,0.059,1.323,3.103
5,4,45,manhattan,false,0.059,1.311,3.398
5,4,50,manhattan,false,0.059,1.826,4.160
5,4,5,euclidean,true,0.056,1.642,1.018
5,4,10,euclidean,true,0.058,1.370,1.334
5,4,15,euclidean,true,0.058,1.411,1.696
5,4,20,euclidean,true,0.059,1.425,1.852
5,4,25,euclidean,true,0.058,1.398,2.182
5,4,30,euclidean,true,0.059,1.401,2.438
5,4,35,euclidean,true,0.059,1.348,2.627
5,4,40,euclidean,true,0.059,1.343,2.983
5,4,45,euclidean,true,0.059,1.349,3.824
5,4,50,euclidean,true,0.059,1.349,3.897
5,4,5,manhattan,true,0.056,1.322,1.041
5,4,10,manhattan,true,0.058,1.357,1.353
5,4,15,manhattan,true,0.059,1.648,2.357
5,4,20,manhattan,true,0.058,1.375,2.000
5,4,25,manhattan,true,0.059,1.372,2.226
5,4,30,manhattan,true,0.059,1.312,2.519
5,4,35,manhattan,true,0.059,1.870,3.498
5,4,40,manhattan,true,0.059,1.342,3.061
5,4,45,manhattan,true,0.059,1.578,4.885
5,4,50,manhattan,true,0.059,2.240,5.299
5,1,5,euclidean,false,0.039,3.909,1.048
5,1,10,euclidean,false,0.040,3.787,1.379
5,1,15,euclidean,false,0.040,4.399,1.787
5,1,20,euclidean,false,0.041,4.021,2.033
5,1,25,euclidean,false,0.041,4.022,2.219
5,1,30,euclidean,false,0.041,4.113,2.611
5,1,35,euclidean,false,0.041,3.874,2.893
5,1,40,euclidean,false,0.042,3.975,3.220
5,1,45,euclidean,false,0.042,3.934,3.961
5,1,50,euclidean,false,0.042,2.239,3.426
5,1,5,manhattan,false,0.039,2.560,0.907
5,1,10,manhattan,false,0.040,2.741,0.990
5,1,15,manhattan,false,0.040,3.847,2.038
5,1,20,manhattan,false,0.041,3.779,1.994
5,1,25,manhattan,false,0.041,3.679,2.319
5,1,30,manhattan,false,0.041,4.018,2.609
5,1,35,manhattan,false,0.041,3.582,2.935
5,1,40,manhattan,false,0.042,3.745,3.006
5,1,45,manhattan,false,0.042,3.835,3.668
5,1,50,manhattan,false,0.042,3.687,3.808
5,1,5,euclidean,true,0.039,3.571,0.811
5,1,10,euclidean,true,0.040,3.829,1.256
5,1,15,euclidean,true,0.040,3.683,1.723
5,1,20,euclidean,true,0.041,3.717,1.909
5,1,25,euclidean,true,0.041,3.708,2.158
5,1,30,euclidean,true,0.041,3.842,2.351
5,1,35,euclidean,true,0.041,3.750,2.996
5,1,40,euclidean,true,0.042,4.042,3.283
5,1,45,euclidean,true,0.042,3.859,3.641
5,1,50,euclidean,true,0.042,3.796,3.583
5,1,5,manhattan,true,0.039,3.764,1.027
5,1,10,manhattan,true,0.040,3.893,1.379
5,1,15,manhattan,true,0.040,4.289,1.971
5,1,20,manhattan,true,0.041,3.870,1.739
5,1,25,manhattan,true,0.041,3.789,2.136
5,1,30,manhattan,true,0.041,3.757,3.097
5,1,35,manhattan,true,0.041,4.117,2.978
5,1,40,manhattan,true,0.042,3.654,3.123
5,1,45,manhattan,true,0.042,3.810,3.679
5,1,50,manhattan,true,0.042,3.975,3.884
