test_num,num_features,num_hidden_layers,num_neurons_per_layer,scaled,accuracy,train_t,test_t
5,4,15,30,true,0.395,7822.874,7.663
5,4,15,45,false,0.390,16990.925,15.308
5,4,15,45,true,0.374,18008.276,15.282
5,4,15,60,false,0.404,24036.336,20.791
5,4,15,60,true,0.428,21979.435,20.577
5,4,15,75,false,0.406,25626.835,27.549
5,4,15,75,true,0.383,27233.901,27.638
5,4,15,90,false,0.420,32601.135,37.228
5,4,15,90,true,0.424,29438.849,39.104
5,4,15,105,false,0.440,38301.446,46.701
5,4,15,105,true,0.391,35234.366,49.375
5,4,15,120,false,0.441,47043.777,55.137
5,4,15,120,true,0.440,50273.293,60.388
5,4,15,135,false,0.398,51194.634,64.986
5,4,15,135,true,0.414,51265.832,59.645
5,1,20,20,false,0.385,7047.079,6.391
5,1,20,20,true,0.382,12360.403,6.070
5,1,20,40,false,0.388,17732.439,18.039
5,1,20,40,true,0.436,20413.248,16.330
5,1,20,60,false,0.389,26147.249,27.419
5,1,20,60,true,0.418,25272.602,27.337
5,1,20,80,false,0.435,35653.926,43.177
5,1,20,80,true,0.411,34323.375,39.166
5,1,20,100,false,0.418,47523.386,56.373
5,1,20,100,true,0.436,36860.222,50.909
5,1,20,120,false,0.445,60757.000,74.626
5,1,20,120,true,0.416,53263.819,73.242
5,1,20,140,false,0.443,78057.885,98.968
5,1,20,140,true,0.429,61188.559,85.044
5,1,20,160,false,0.445,76009.825,99.257
5,1,20,160,true,0.449,92817.050,102.113
5,1,20,180,false,0.443,86860.231,127.098
5,1,20,180,true,0.454,110713.570,130.452
