28858,10,26
Unknown,POP3,HTTP,MySQL,POPS,BitTorrent,IMAPS,Steam,ICMP,RDP,SSL,SSH,Facebook,Twitter,Dropbox,Skype,Google,Apple,OpenVPN,Amazon,QUIC,Starcraft,Teredo,Office365,Cloudflare,MS_OneDrive,
source_ip,source_port,dest_ip,dest_port,IP4_proto,f_dur,delta_bytes,avg_ia,min_ia,max_ia,avg_len,min_len,max_len,pkt_vel,byte_vel,application,app_num
31.13.84.8,443,192.168.176.196,45091,TCP,1512730.000000,1715,151273.000000,293.000000,1351478.000000,171,66,489,6.610565,1133.711898,SSL,10
31.13.84.8,443,192.168.176.196,45102,TCP,121482.000000,1615,12148.200000,3.000000,45928.000000,161,66,624,82.316722,13294.150574,SSL,10
31.13.84.8,443,192.168.176.196,45386,TCP,6027734.000000,2800,602773.400000,388.000000,5338892.000000,280,66,1464,1.658998,464.519503,SSL,10
31.13.84.8,443,192.168.176.196,45408,TCP,109958.000000,1864,10995.800000,176.000000,35413.000000,186,66,627,90.943815,16951.927099,SSL,10
31.13.84.8,443,192.168.176.196,45646,TCP,130849.000000,1879,13084.900000,5.000000,42921.000000,187,66,628,76.423970,14360.063890,SSL,10
31.13.84.8,443,192.168.176.196,45663,TCP,574874.000000,5409,57487.400000,3.000000,458885.000000,540,66,1464,17.395116,9409.018324,SSL,10
31.13.84.8,443,192.168.176.196,45451,TCP,751297.000000,5323,75129.700000,4.000000,646966.000000,532,66,1464,13.310315,7085.080867,SSL,10
31.13.84.8,443,192.168.176.196,45466,TCP,185196965.000000,5661,18519696.500000,2.000000,184958134.000000,566,66,1464,0.053997,30.567456,SSL,10
31.13.84.8,443,192.168.176.196,45485,TCP,65537876.000000,1051,6553787.600000,4.000000,65000964.000000,105,66,204,0.152584,16.036528,SSL,10
31.13.84.8,443,192.168.176.196,45522,TCP,185132812.000000,5660,18513281.200000,2.000000,184901743.000000,566,66,1464,0.054015,30.572646,SSL,10
31.13.84.8,443,192.168.176.196,45761,TCP,269833.000000,2130,26983.300000,3.000000,138675.000000,213,66,627,37.059959,7893.771333,SSL,10
31.13.84.8,443,192.168.176.196,45528,TCP,577352.000000,4060,57735.200000,2.000000,498220.000000,406,66,1464,17.320456,7032.105198,SSL,10
31.13.84.8,443,192.168.176.196,45304,TCP,48718930.000000,2162,4871893.000000,395.000000,48414664.000000,216,66,1240,0.205259,44.377001,SSL,10
31.13.84.8,443,192.168.180.245,60754,TCP,70119397.000000,1014,7011939.700000,3.000000,44958302.000000,101,60,163,0.142614,14.461048,SSL,10
31.13.84.8,443,147.232.192.204,41599,TCP,150191652.000000,1110,15019165.200000,18638.000000,45021039.000000,111,66,182,0.066582,7.390557,SSL,10
31.13.84.8,443,147.232.192.204,41812,TCP,30956.000000,4543,3095.600000,3.000000,9826.000000,454,66,1464,323.039152,146756.686910,SSL,10
31.13.84.8,443,192.168.176.196,45307,TCP,210409.000000,1876,21040.900000,3.000000,120388.000000,187,66,625,47.526484,8915.968423,SSL,10
31.13.84.8,443,147.232.195.241,57964,TCP,55077566.000000,976,5507756.600000,4.000000,45010349.000000,97,60,146,0.181562,17.720464,SSL,10
31.13.84.8,443,147.232.178.219,57402,TCP,185159916.000000,5739,18515991.600000,5.000000,184950413.000000,573,66,1464,0.054007,30.994829,SSL,10
31.13.84.8,443,147.232.180.218,10003,TCP,65035615.000000,1498,6503561.500000,4.000000,63494043.000000,149,66,567,0.153762,23.033533,SSL,10
31.13.84.8,443,147.232.180.218,10011,TCP,65031378.000000,1499,6503137.800000,143.000000,63683970.000000,149,66,568,0.153772,23.050411,SSL,10
31.13.84.8,443,147.232.176.230,63056,TCP,75466.000000,946,7546.600000,329.000000,46385.000000,94,66,212,132.510005,12535.446426,SSL,10
54.225.97.8,443,147.232.179.72,60982,TCP,40659798.000000,3781,4065979.800000,322.000000,10106597.000000,378,60,1514,0.245943,92.991116,SSL,10
31.13.84.8,443,147.232.198.255,56070,TCP,55123588.000000,975,5512358.800000,3.000000,45009761.000000,97,60,145,0.181411,17.687528,SSL,10
31.13.84.8,443,192.168.180.245,60757,TCP,45082870.000000,857,4508287.000000,176.000000,45012599.000000,85,60,192,0.221814,19.009438,SSL,10
31.13.84.8,443,192.168.180.245,60768,TCP,33498.000000,4411,3349.800000,5.000000,13154.000000,441,60,1464,298.525285,131679.503254,SSL,10
31.13.84.8,443,192.168.180.245,60775,TCP,45100990.000000,857,4510099.000000,319.000000,45012248.000000,85,60,192,0.221725,19.001800,SSL,10
31.13.84.8,443,192.168.180.245,60779,TCP,45084674.000000,857,4508467.400000,318.000000,45015575.000000,85,60,192,0.221805,19.008677,SSL,10
31.13.84.8,443,192.168.180.245,60788,TCP,45091836.000000,857,4509183.600000,346.000000,45011371.000000,85,60,192,0.221770,19.005658,Apple,17
31.13.84.8,443,192.168.180.245,60793,TCP,45079298.000000,857,4507929.800000,314.000000,45010127.000000,85,60,192,0.221831,19.010944,SSL,10
31.13.84.8,443,192.168.180.245,60798,TCP,45090031.000000,857,4509003.100000,322.000000,45012233.000000,85,60,192,0.221779,19.006419,SSL,10
193.87.100.8,0,147.232.191.12,0,ICMP,303937734.000000,980,30393773.400000,999021.000000,295925380.000000,98,98,98,0.032901,3.224345,ICMP,8
193.87.100.8,0,147.232.149.2,0,ICMP,304746466.000000,980,30474646.600000,998741.000000,296744076.000000,98,98,98,0.032814,3.215788,ICMP,8
193.87.100.8,0,147.232.149.91,0,ICMP,318112089.000000,980,31811208.900000,4404083.000000,282644128.000000,98,98,98,0.031435,3.080675,ICMP,8
193.87.100.8,0,147.232.149.92,0,ICMP,318113556.000000,980,31811355.600000,4401496.000000,282639952.000000,98,98,98,0.031435,3.080661,ICMP,8
193.87.100.8,0,147.232.149.93,0,ICMP,318084245.000000,980,31808424.500000,4388163.000000,282675822.000000,98,98,98,0.031438,3.080945,ICMP,8
34.206.115.8,443,147.232.185.102,48540,TCP,60666641.000000,6568,6066664.100000,4.000000,59999768.000000,656,66,1514,0.164835,108.263782,SSL,10
157.56.109.8,443,147.232.194.37,53954,TCP,516531.000000,4162,51653.100000,3.000000,184867.000000,416,60,1514,19.359922,8057.599641,SSL,10
157.56.109.8,443,147.232.186.200,59730,TCP,450156.000000,4130,45015.600000,4.000000,119059.000000,413,60,1514,22.214521,9174.597251,SSL,10
157.56.109.8,443,147.232.176.91,58238,TCP,442964.000000,4162,44296.400000,3.000000,114503.000000,416,60,1514,22.575198,9395.797401,SSL,10
195.146.144.8,443,192.168.184.71,57981,TCP,1543730.000000,8934,154373.000000,4.000000,1382805.000000,893,66,1414,6.477817,5787.281455,SSL,10
195.146.144.8,443,147.232.149.70,35220,TCP,180509048.000000,5908,18050904.800000,2.000000,180000400.000000,590,66,1514,0.055399,32.729661,SSL,10
195.146.144.8,443,147.232.149.70,39523,TCP,180494692.000000,5908,18049469.200000,2.000000,180000353.000000,590,66,1514,0.055403,32.732265,SSL,10
195.146.144.8,443,147.232.149.70,35788,TCP,180496286.000000,5908,18049628.600000,2.000000,180000706.000000,590,66,1514,0.055403,32.731975,SSL,10
195.146.144.8,443,147.232.149.70,34210,TCP,180496014.000000,5908,18049601.400000,2.000000,180000403.000000,590,66,1514,0.055403,32.732025,SSL,10
195.146.144.8,443,192.168.184.71,57989,TCP,41399448.000000,6469,4139944.800000,3.000000,41215368.000000,646,66,1414,0.241549,156.258122,SSL,10
195.146.144.8,443,192.168.184.71,58011,TCP,102864.000000,9306,10286.400000,5.000000,42944.000000,930,66,1414,97.215741,90468.968735,SSL,10
195.146.144.8,443,192.168.184.71,58046,TCP,340770.000000,7496,34077.000000,3.000000,217570.000000,749,66,1414,29.345306,21997.241541,SSL,10
104.31.165.8,80,147.232.184.34,62548,TCP,30076930.000000,8369,3007693.000000,2.000000,30060645.000000,836,60,1514,0.332481,278.253133,HTTP,2
104.31.165.8,80,147.232.184.34,63351,TCP,30077018.000000,8369,3007701.800000,2.000000,30060520.000000,836,60,1514,0.332480,278.252319,HTTP,2
104.31.165.8,80,147.232.184.34,63485,TCP,30075021.000000,8369,3007502.100000,3.000000,30057792.000000,836,60,1514,0.332502,278.270795,HTTP,2
94.100.181.8,443,147.232.233.152,50502,TCP,1199409.000000,6362,119940.900000,4.000000,1061087.000000,636,60,1514,8.337440,5304.279024,SSL,10
17.142.171.8,443,147.232.233.156,10002,TCP,588425.000000,5101,58842.500000,3.000000,226548.000000,510,60,1514,16.994519,8668.904278,SSL,10
94.100.181.8,443,147.232.233.152,50512,TCP,1760526.000000,2022,176052.600000,317.000000,629207.000000,202,60,651,5.680121,1148.520385,SSL,10
94.100.181.8,443,147.232.233.152,50513,TCP,1787903.000000,1783,178790.300000,2.000000,572208.000000,178,60,683,5.593145,997.257681,SSL,10
94.100.181.8,443,147.232.233.152,50569,TCP,119972838.000000,1607,11997283.800000,2.000000,59902912.000000,160,60,491,0.083352,13.394699,SSL,10
198.11.188.8,443,147.232.184.65,51789,TCP,807847.000000,5305,80784.700000,2.000000,401930.000000,530,60,1334,12.378582,6566.837532,SSL,10
147.232.188.8,0,54.208.157.135,0,ICMP,237433314.000000,1104,23743331.400000,55192.000000,234487448.000000,110,105,114,0.042117,4.649727,ICMP,8
147.232.188.8,22,221.194.47.224,39954,TCP,2698586.000000,2393,269858.600000,3.000000,891358.000000,239,66,914,3.705644,886.760696,SSH,11
147.232.188.8,22,221.194.47.233,50592,TCP,2417922.000000,3177,241792.200000,69.000000,894458.000000,317,66,914,4.135783,1313.938167,SSH,11
147.232.188.8,80,198.16.43.5,60000,TCP,7045890.000000,3780,704589.000000,3.000000,2999094.000000,378,60,590,1.419267,536.482971,HTTP,2
147.232.188.8,80,66.249.70.3,48046,TCP,5291546.000000,9333,529154.600000,2.000000,4715587.000000,933,60,1434,1.889807,1763.756755,Google,16
147.232.188.8,80,66.249.70.3,60611,TCP,2839053.000000,9336,283905.300000,4.000000,2149309.000000,933,60,1434,3.522301,3288.420470,Google,16
147.232.188.8,80,66.249.70.5,49675,TCP,2851834.000000,9812,285183.400000,4.000000,2027655.000000,981,60,1434,3.506515,3440.592966,Google,16
147.232.188.8,80,66.249.70.7,40743,TCP,3005215.000000,9645,300521.500000,3.000000,1541013.000000,964,60,1434,3.327549,3209.420957,Google,16
104.28.3.9,80,147.232.190.195,65491,TCP,49898973.000000,2168,4989897.300000,2.000000,10099942.000000,216,60,832,0.200405,43.447788,HTTP,2
155.133.242.8,27020,147.232.196.139,35099,TCP,243591069.000000,600,24359106.900000,10000000.000000,27074722.000000,60,60,60,0.041052,2.463144,Unknown,0
147.232.188.8,80,178.154.189.29,36091,TCP,15179193.000000,10406,1517919.300000,4.000000,14412407.000000,1040,60,1464,0.658797,685.543691,HTTP,2
147.232.188.8,80,138.246.253.30,57992,TCP,1501253.000000,10782,150125.300000,4.000000,1017153.000000,1078,60,1514,6.661102,7182.000635,HTTP,2
147.232.188.8,80,66.249.70.31,55985,TCP,2816199.000000,9356,281619.900000,3.000000,2153449.000000,935,60,1434,3.550885,3322.208409,Google,16
147.232.188.8,80,66.249.70.31,62855,TCP,2798713.000000,9334,279871.300000,3.000000,2153237.000000,933,60,1434,3.573071,3335.104385,Google,16
147.232.188.8,80,207.241.229.198,40978,TCP,686066.000000,12234,68606.600000,3.000000,179201.000000,1223,60,1514,14.575857,17832.103617,HTTP,2
147.232.188.8,80,49.228.111.177,53074,TCP,1131281.000000,11848,113128.100000,3.000000,438780.000000,1184,60,1466,8.839537,10473.083169,HTTP,2
147.232.188.8,80,46.119.114.161,61736,TCP,1593975.000000,12234,159397.500000,3.000000,1389296.000000,1223,60,1514,6.273624,7675.151743,HTTP,2
147.232.188.8,80,77.81.110.224,50521,TCP,903028.000000,11090,90302.800000,4.000000,574906.000000,1109,60,1371,11.073854,12280.903804,HTTP,2
147.232.188.8,80,193.201.224.224,54763,TCP,619648.000000,12234,61964.800000,4.000000,450122.000000,1223,60,1514,16.138195,19743.467259,HTTP,2
147.232.188.8,80,216.244.66.242,41416,TCP,10643102.000000,12234,1064310.200000,3.000000,10294840.000000,1223,60,1514,0.939576,1149.476910,HTTP,2
112.204.196.8,18366,147.232.178.171,6881,UDP,193233800.000000,620,19323380.000000,351.000000,65725282.000000,62,62,62,0.051751,3.208548,Unknown,0
147.232.191.8,62488,40.77.226.250,443,TCP,62005299.000000,2314,6200529.900000,240.000000,61646859.000000,231,60,875,0.161277,37.319391,SSL,10
147.232.191.8,62489,40.77.226.250,443,TCP,60265522.000000,2666,6026552.200000,204.000000,59980703.000000,266,60,923,0.165932,44.237566,SSL,10
147.232.191.8,62535,40.77.226.250,443,TCP,60379412.000000,2442,6037941.200000,129.000000,59984501.000000,244,60,875,0.165619,40.444249,SSL,10
147.232.191.8,62618,40.77.226.249,443,TCP,60318175.000000,3735,6031817.500000,754.000000,59982036.000000,373,60,1051,0.165788,61.921635,SSL,10
70.68.217.8,6881,147.232.178.171,6881,UDP,66921461.000000,1391,6692146.100000,3.000000,60986417.000000,139,62,532,0.149429,20.785559,Amazon,19
40.77.229.8,443,147.232.186.79,59518,TCP,150913.000000,4972,15091.300000,3.000000,50497.000000,497,60,1514,66.263344,32946.134528,SSL,10
193.151.240.8,0,147.232.232.228,0,ICMP,340197802.000000,1004,34019780.200000,1000434.000000,189149717.000000,100,90,174,0.029395,2.951224,ICMP,8
185.32.248.8,443,147.232.232.112,61725,TCP,51530.000000,10548,5153.000000,4.000000,20594.000000,1054,60,1514,194.061712,204696.293421,SSL,10
193.87.100.9,0,147.232.149.2,0,ICMP,4099711.000000,1100,409971.100000,599.000000,4093970.000000,110,110,110,2.439196,268.311596,ICMP,8
188.43.5.9,0,147.232.232.228,0,ICMP,343183470.000000,1004,34318347.000000,1497219.000000,193111004.000000,100,90,174,0.029139,2.925549,ICMP,8
195.70.62.9,443,147.232.190.53,62020,TCP,31018286.000000,3473,3101828.600000,306.000000,10238749.000000,347,60,1514,0.322390,111.966212,SSL,10
66.249.70.9,45927,147.232.191.211,80,TCP,410423.000000,1152,41042.300000,2.000000,166472.000000,115,66,550,24.365106,2806.860239,HTTP,2
193.87.100.9,0,147.232.149.82,0,ICMP,48964849.000000,1100,4896484.900000,1432.000000,48950168.000000,110,110,110,0.204228,22.465095,ICMP,8
193.87.100.9,0,147.232.149.81,0,ICMP,61126526.000000,1100,6112652.600000,560.000000,61121115.000000,110,110,110,0.163595,17.995461,ICMP,8
193.87.100.9,0,147.232.191.12,0,ICMP,60882816.000000,1100,6088281.600000,614.000000,60875505.000000,110,110,110,0.164250,18.067495,ICMP,8
193.87.100.9,0,147.232.149.92,0,ICMP,13965619.000000,1100,1396561.900000,1389.000000,13950880.000000,110,110,110,0.716044,78.764858,ICMP,8
193.87.100.9,0,147.232.149.91,0,ICMP,49911725.000000,1100,4991172.500000,538.000000,49906338.000000,110,110,110,0.200354,22.038910,ICMP,8
147.232.175.9,64626,157.56.149.60,3544,UDP,356359638.000000,1030,35635963.800000,10000000.000000,74326944.000000,103,103,103,0.028062,2.890339,Teredo,22
193.87.100.9,0,147.232.149.93,0,ICMP,19963140.000000,1100,1996314.000000,1582.000000,19946884.000000,110,110,110,0.500923,55.101552,ICMP,8
177.159.103.9,49529,147.232.181.0,22,TCP,2124409.000000,2327,212440.900000,299.000000,459700.000000,232,66,874,4.707192,1095.363463,SSH,11
74.6.105.9,443,147.232.196.188,10007,TCP,555080.000000,6271,55508.000000,3.000000,157958.000000,627,66,1514,18.015421,11297.470635,SSL,10
74.6.105.9,443,147.232.150.43,51426,TCP,374011.000000,6229,37401.100000,2.000000,138765.000000,622,66,1514,26.737182,16654.590373,SSL,10
74.6.105.9,443,147.232.150.43,51427,TCP,391416.000000,6070,39141.600000,3.000000,149532.000000,607,66,1514,25.548266,15507.797331,SSL,10
74.6.105.9,443,147.232.150.43,51428,TCP,418098.000000,6229,41809.800000,3.000000,147121.000000,622,66,1514,23.917837,14898.420944,SSL,10
134.255.130.9,63071,147.232.233.15,57696,UDP,51586200.000000,1199,5158620.000000,5.000000,51215324.000000,119,94,190,0.193850,23.242650,Amazon,19
195.146.144.9,443,192.168.184.71,32878,TCP,98858.000000,7998,9885.800000,3.000000,37204.000000,799,66,1414,101.155192,80903.922798,SSL,10
195.146.144.9,443,192.168.184.71,32879,TCP,105707.000000,9306,10570.700000,2.000000,43086.000000,930,66,1414,94.601114,88035.797062,SSL,10
195.146.144.9,443,192.168.184.71,32880,TCP,104377.000000,9306,10437.700000,3.000000,36161.000000,930,66,1414,95.806547,89157.573029,SSL,10
195.146.144.9,443,192.168.184.71,32882,TCP,104734.000000,9306,10473.400000,3.000000,36136.000000,930,66,1414,95.479978,88853.667386,SSL,10
195.146.144.9,443,192.168.184.71,32881,TCP,104810.000000,7958,10481.000000,3.000000,46727.000000,795,66,1414,95.410743,75927.869478,SSL,10
195.146.144.9,443,192.168.184.71,32883,TCP,107914.000000,7958,10791.400000,2.000000,64462.000000,795,66,1414,92.666382,73743.907185,SSL,10
195.146.144.9,443,192.168.184.71,32884,TCP,102388.000000,9306,10238.800000,4.000000,30495.000000,930,66,1414,97.667695,90889.557370,SSL,10
195.146.144.9,443,192.168.184.71,32897,TCP,292274.000000,6465,29227.400000,3.000000,225136.000000,646,66,1414,34.214470,22119.654844,SSL,10
195.146.144.9,443,192.168.184.71,32901,TCP,40617823.000000,7434,4061782.300000,3.000000,40364321.000000,743,66,1414,0.246197,183.023103,SSL,10
195.146.144.9,443,192.168.184.71,32900,TCP,237350.000000,9316,23735.000000,2.000000,145374.000000,931,66,1414,42.131873,39250.052665,SSL,10
195.146.144.9,443,192.168.184.71,32902,TCP,470583.000000,8789,47058.300000,2.000000,238198.000000,878,66,1414,21.250236,18676.832780,SSL,10
195.146.144.9,443,192.168.184.71,32903,TCP,249053.000000,8487,24905.300000,4.000000,86836.000000,848,66,1414,40.152096,34077.083994,SSL,10
195.146.144.9,443,192.168.184.71,32904,TCP,468748.000000,8700,46874.800000,3.000000,236396.000000,870,66,1414,21.333424,18560.079190,SSL,10
195.146.144.9,443,192.168.184.71,32907,TCP,232772.000000,9831,23277.200000,3.000000,89970.000000,983,66,1414,42.960494,42234.461189,SSL,10
195.146.144.9,443,192.168.184.71,32905,TCP,231986.000000,9831,23198.600000,3.000000,86172.000000,983,66,1414,43.106050,42377.557266,SSL,10
17.142.171.9,443,147.232.190.53,61895,TCP,699935.000000,5101,69993.500000,2.000000,273504.000000,510,60,1514,14.287041,7287.819583,SSL,10
147.213.192.9,443,147.232.150.129,51264,TCP,145422.000000,2579,14542.200000,3.000000,77854.000000,257,66,1157,68.765386,17734.593115,SSL,10
147.213.192.9,0,147.232.150.129,0,ICMP,17796383.000000,820,1779638.300000,2.000000,14106555.000000,82,82,82,0.561912,46.076779,ICMP,8
147.213.192.9,443,147.232.150.129,51266,TCP,159333.000000,4619,15933.300000,3.000000,83757.000000,461,66,1514,62.761638,28989.600397,SSL,10
147.213.192.9,443,147.232.150.129,51276,TCP,105408.000000,7036,10540.800000,3.000000,39888.000000,703,66,1514,94.869460,66750.151791,SSL,10
147.213.192.9,443,147.232.150.129,51273,TCP,70382.000000,9501,7038.200000,3.000000,39478.000000,950,66,1514,142.081782,134991.901338,SSL,10
147.213.192.9,443,147.232.150.129,51275,TCP,77368.000000,9501,7736.800000,2.000000,40417.000000,950,66,1514,129.252404,122802.709130,SSL,10
147.213.192.9,443,147.232.150.129,51277,TCP,122721.000000,3836,12272.100000,3.000000,43673.000000,383,66,1514,81.485646,31257.893922,SSL,10
147.213.192.9,443,147.232.150.129,51281,TCP,111984.000000,3916,11198.400000,2.000000,56328.000000,391,66,1514,89.298471,34969.281326,SSL,10
147.213.192.9,443,147.232.150.129,51305,TCP,544298.000000,8442,54429.800000,3.000000,501308.000000,844,66,1514,18.372289,15509.886129,SSL,10
147.213.192.9,443,147.232.150.129,51307,TCP,22661.000000,9501,2266.100000,3.000000,13918.000000,950,66,1514,441.286792,419266.581351,SSL,10
147.213.192.9,443,147.232.150.129,51308,TCP,26254.000000,9501,2625.400000,4.000000,17405.000000,950,66,1514,380.894340,361887.712349,SSL,10
147.213.192.9,443,147.232.150.129,51309,TCP,47298.000000,9501,4729.800000,3.000000,29367.000000,950,66,1514,211.425430,200875.301281,SSL,10
147.213.192.9,443,147.232.150.129,51310,TCP,43182.000000,9501,4318.200000,3.000000,29575.000000,950,66,1514,231.577972,220022.231485,SSL,10
147.213.192.9,443,147.232.150.129,51312,TCP,58720.000000,9501,5872.000000,4.000000,31744.000000,950,66,1514,170.299728,161801.771117,SSL,10
147.213.192.9,443,147.232.150.129,51313,TCP,137372.000000,2604,13737.200000,3.000000,67241.000000,260,66,1514,72.795038,18955.827971,SSL,10
147.213.192.9,443,147.232.150.129,51314,TCP,40320.000000,9501,4032.000000,4.000000,25339.000000,950,66,1514,248.015873,235639.880952,SSL,10
147.213.192.9,443,147.232.150.129,51317,TCP,44677.000000,9501,4467.700000,4.000000,23676.000000,950,66,1514,223.828816,212659.757817,SSL,10
147.213.192.9,443,147.232.150.129,51318,TCP,44420.000000,8065,4442.000000,4.000000,23736.000000,806,66,1514,225.123818,181562.359298,Amazon,19
147.213.192.9,443,147.232.150.129,51319,TCP,49142.000000,5452,4914.200000,2.000000,31094.000000,545,66,1514,203.491921,110943.795531,SSL,10
147.213.192.9,443,147.232.150.129,51321,TCP,78758.000000,9501,7875.800000,2.000000,39160.000000,950,66,1514,126.971228,120635.364027,SSL,10
147.213.192.9,443,147.232.150.129,51335,TCP,60293.000000,8759,6029.300000,3.000000,39236.000000,875,66,1514,165.856733,145273.912394,SSL,10
147.213.192.9,443,147.232.150.129,51337,TCP,1640936.000000,1300,164093.600000,2.000000,996128.000000,130,66,508,6.094083,792.230776,SSL,10
147.213.192.9,443,147.232.150.129,51338,TCP,32860.000000,5324,3286.000000,2.000000,19282.000000,532,66,1514,304.321363,162020.693853,SSL,10
147.213.192.9,443,147.232.150.129,51339,TCP,35771.000000,9501,3577.100000,3.000000,21912.000000,950,66,1514,279.556065,265606.217327,SSL,10
147.213.192.9,443,147.232.150.129,51340,TCP,35900.000000,6044,3590.000000,2.000000,21121.000000,604,66,1514,278.551532,168356.545961,SSL,10
147.213.192.9,443,147.232.150.129,51341,TCP,36086.000000,9501,3608.600000,2.000000,22082.000000,950,66,1514,277.115779,263287.701602,SSL,10
147.213.192.9,443,147.232.150.129,51342,TCP,71309.000000,4056,7130.900000,3.000000,33474.000000,405,66,1514,140.234753,56879.215807,SSL,10
147.213.192.9,443,147.232.150.129,51343,TCP,54292.000000,7900,5429.200000,2.000000,31225.000000,790,66,1514,184.189199,145509.467325,SSL,10
147.213.192.9,443,147.232.150.129,51344,TCP,44836.000000,9501,4483.600000,3.000000,28812.000000,950,66,1514,223.035061,211905.611562,SSL,10
147.213.192.9,443,147.232.150.129,51345,TCP,73636.000000,5116,7363.600000,2.000000,29411.000000,511,66,1514,135.803140,69476.886306,SSL,10
147.213.192.9,443,147.232.150.129,51347,TCP,76352.000000,9501,7635.200000,3.000000,58853.000000,950,66,1514,130.972339,124436.818944,SSL,10
147.213.192.9,443,147.232.150.129,51360,TCP,9936.000000,9501,993.600000,3.000000,4612.000000,950,66,1514,1006.441224,956219.806763,SSL,10
147.213.192.9,443,147.232.150.129,51361,TCP,811408.000000,5532,81140.800000,2.000000,801855.000000,553,66,1514,12.324256,6817.778479,SSL,10
147.213.192.9,443,147.232.150.129,51384,TCP,453149.000000,4376,45314.900000,3.000000,335592.000000,437,66,1514,22.067797,9656.867829,SSL,10
147.213.192.9,443,147.232.150.129,51385,TCP,121250.000000,2920,12125.000000,2.000000,89617.000000,292,66,1514,82.474227,24082.474227,SSL,10
87.244.200.9,80,147.232.178.7,1033,TCP,90553679.000000,10062,9055367.900000,4.000000,90545437.000000,1006,60,1514,0.110432,111.116413,HTTP,2
87.244.200.9,80,147.232.178.65,60123,TCP,28348.000000,11502,2834.800000,3.000000,20768.000000,1150,60,1514,352.758572,405742.909553,HTTP,2
87.244.200.9,80,147.232.186.97,61347,TCP,16578.000000,11164,1657.800000,3.000000,8690.000000,1116,60,1514,603.209072,673422.608276,HTTP,2
87.244.200.9,443,147.232.184.34,62784,TCP,180190921.000000,3291,18019092.100000,4.000000,45005886.000000,329,60,1514,0.055497,18.263961,SSL,10
87.244.200.9,443,147.232.178.50,55717,TCP,135400948.000000,4712,13540094.800000,3.000000,45007037.000000,471,60,1514,0.073855,34.800347,SSL,10
87.244.200.9,443,147.232.176.219,57489,TCP,45241648.000000,5086,4524164.800000,3.000000,44791192.000000,508,60,1514,0.221035,112.418540,SSL,10
87.244.200.9,443,147.232.176.219,57495,TCP,135216645.000000,4816,13521664.500000,5.000000,45091832.000000,481,60,1514,0.073955,35.616917,SSL,10
54.191.217.9,443,147.232.186.97,61265,TCP,352421.000000,5952,35242.100000,3.000000,175971.000000,595,60,1514,28.375154,16888.891411,SSL,10
52.48.255.9,80,192.168.176.196,41502,TCP,68635866.000000,985,6863586.600000,2183.000000,60374040.000000,98,66,383,0.145696,14.351097,HTTP,2
194.135.1.10,0,147.232.233.15,0,ICMP,871395874.000000,916,87139587.400000,9974.000000,858719556.000000,91,90,94,0.011476,1.051187,ICMP,8
192.168.6.10,59409,17.130.137.77,443,TCP,88593.000000,1146,8859.300000,23.000000,29889.000000,114,60,321,112.875735,12935.559243,Apple,17
192.168.6.10,59410,17.167.192.231,443,TCP,327610.000000,1429,32761.000000,4.000000,152404.000000,142,60,571,30.524099,4361.893715,Apple,17
192.168.6.10,59411,17.130.21.5,443,TCP,125700.000000,1129,12570.000000,48.000000,41646.000000,112,60,321,79.554495,8981.702466,Apple,17
192.168.6.10,59412,23.59.107.117,443,TCP,162500.000000,1282,16250.000000,75.000000,82598.000000,128,66,583,61.538462,7889.230769,SSL,10
192.168.6.10,59413,17.171.98.35,443,TCP,3773916.000000,1347,377391.600000,51.000000,2615841.000000,134,66,583,2.649768,356.923684,Apple,17
192.168.6.10,59414,17.130.21.5,443,TCP,121160.000000,1129,12116.000000,42.000000,41550.000000,112,60,321,82.535490,9318.256850,Apple,17
192.168.6.10,59415,23.59.107.117,443,TCP,132249.000000,1315,13224.900000,65.000000,54995.000000,131,66,583,75.614938,9943.364411,SSL,10
192.168.6.10,59416,17.253.57.207,443,TCP,101436.000000,1022,10143.600000,55.000000,49432.000000,102,66,290,98.584329,10075.318427,Apple,17
192.168.6.10,59417,23.59.107.117,443,TCP,156778.000000,1294,15677.800000,80.000000,78309.000000,129,66,583,63.784460,8253.709066,SSL,10
192.168.6.10,59418,17.173.65.117,443,TCP,319768.000000,1166,31976.800000,52.000000,119089.000000,116,60,321,31.272673,3646.393635,Apple,17
192.168.6.10,34339,47.88.132.64,80,TCP,1649594.000000,1044,164959.400000,3.000000,677940.000000,104,60,466,6.062098,632.883000,HTTP,2
192.168.6.10,43464,172.217.23.238,443,TCP,240344245.000000,1783,24034424.500000,57.000000,240188666.000000,178,66,891,0.041607,7.418526,Google,16
192.168.6.10,47932,216.58.201.106,443,TCP,240259148.000000,2200,24025914.800000,434.000000,240056940.000000,220,66,1344,0.041622,9.156779,Google,16
192.168.6.10,47936,216.58.201.106,443,TCP,497056.000000,2916,49705.600000,93.000000,281432.000000,291,66,1175,20.118457,5866.542200,Google,16
192.168.6.10,42406,54.169.190.252,5222,TCP,1198174470.000000,1321,119817447.000000,19336.000000,319746251.000000,132,66,177,0.008346,1.102511,Amazon,19
192.168.6.10,36704,13.107.3.128,443,TCP,245622.000000,1767,24562.200000,1012.000000,51904.000000,176,66,711,40.712965,7193.980995,Skype,15
192.168.6.10,59031,216.58.201.78,443,TCP,240309111.000000,1815,24030911.100000,76.000000,240091772.000000,181,66,923,0.041613,7.552772,Google,16
